# mass density [erg/cm3], pressure  [erg/cm3], baryon density [1/cm3], chemical potential [erg]
3071.66588792, 1275.45440228, 4.5, 966.026731156
3062.0111031, 1270.52514371, 4.49, 964.930121782
3052.36728816, 1265.6034512, 4.48, 963.83275432
3042.73445068, 1260.68932735, 4.47, 962.734625959
3033.11259832, 1255.7827748, 4.46, 961.635733884
3023.5017387, 1250.88379615, 4.45, 960.536075249
3013.90187953, 1245.99239405, 4.44, 959.435647202
3004.31302848, 1241.10857112, 4.43, 958.334446864
2994.73519332, 1236.23233004, 4.42, 957.232471347
2985.1683818, 1231.36367344, 4.41, 956.129717741
2975.61260171, 1226.50260402, 4.4, 955.026183122
2966.0678609, 1221.64912445, 4.39, 953.921864545
2956.53416719, 1216.80323743, 4.38, 952.816759045
2947.0115285, 1211.96494565, 4.37, 951.710863652
2937.49995272, 1207.13425184, 4.36, 950.604175357
2927.99944779, 1202.31115872, 4.35, 949.496691152
2918.51002172, 1197.49566901, 4.34, 948.388408003
2909.03168247, 1192.68778548, 4.33, 947.279322852
2899.5644381, 1187.88751086, 4.32, 946.16943263
2890.10829667, 1183.09484793, 4.31, 945.058734246
2880.66326627, 1178.30979947, 4.3, 943.947224591
2871.22935504, 1173.53236826, 4.29, 942.834900536
2861.80657114, 1168.7625571, 4.28, 941.721758935
2852.39492276, 1164.00036881, 4.27, 940.607796619
2842.99441812, 1159.24580619, 4.26, 939.493010403
2833.60506547, 1154.49887209, 4.25, 938.377397074
2824.22687311, 1149.75956935, 4.24, 937.26095341
2814.85984935, 1145.02790082, 4.23, 936.143676163
2805.50400254, 1140.30386937, 4.22, 935.025562062
2796.15934107, 1135.58747787, 4.21, 933.906607823
2786.82587336, 1130.87872921, 4.2, 932.786810134
2777.50360785, 1126.17762629, 4.19, 931.666165666
2768.19255305, 1121.48417202, 4.18, 930.544671069
2758.89271745, 1116.79836933, 4.17, 929.42232297
2749.60410962, 1112.12022116, 4.16, 928.299117974
2740.32673813, 1107.44973043, 4.15, 927.175052665
2731.0606116, 1102.78690013, 4.14, 926.050123606
2721.80573871, 1098.13173321, 4.13, 924.924327341
2712.56212813, 1093.48423265, 4.12, 923.797660385
2703.3297886, 1088.84440147, 4.11, 922.670119238
2694.10872886, 1084.21224265, 4.1, 921.541700367
2684.8989577, 1079.58775921, 4.09, 920.412400225
2675.70048397, 1074.9709542, 4.08, 919.282215239
2666.51331654, 1070.36183065, 4.07, 918.151141817
2657.33746429, 1065.76039163, 4.06, 917.019176335
